ubigeo,departamento_folder,dpto,prov,dist,urbano_pdf,rustico_pdf,urb_min_soles_m2,urb_max_soles_m2,rus_min_soles_ha,rus_max_soles_ha
061311,06_CAJAMARCA,CAJAMARCA,SANTA CRUZ,YAUYUCAN,E:\2026\mef_scraper\mef_listados_pdfs\06_CAJAMARCA\URBANO\061311_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\06_CAJAMARCA\RUSTICO\061311_RUSTICO2026.pdf,9.83,36.0,1230.0,34160.0
070101,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070101_RUSTICO2026.pdf,,,,
070102,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070102_RUSTICO2026.pdf,,,,
070103,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070103_RUSTICO2026.pdf,,,,
070104,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070104_RUSTICO2026.pdf,,,,
070105,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070105_RUSTICO2026.pdf,,,,
070106,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070106_RUSTICO2026.pdf,,,,
070107,07_CALLAO,CALLAO,CALLAO,,,E:\2026\mef_scraper\mef_listados_pdfs\07_CALLAO\RUSTICO\070107_RUSTICO2026.pdf,,,,
080101,08_CUSCO,CUSCO,CUSCO,CUSCO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080101_RUSTICO2026.pdf,9.0,54.0,1041.0,28905.0
080102,08_CUSCO,CUSCO,CUSCO,CCORCA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080102_RUSTICO2026.pdf,6.77,29.0,1110.0,23128.0
080103,08_CUSCO,CUSCO,CUSCO,POROY,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080103_RUSTICO2026.pdf,7.0,30.0,1149.0,23947.0
080104,08_CUSCO,CUSCO,CUSCO,SAN JERONIMO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080104_RUSTICO2026.pdf,9.91,64.0,1041.0,28905.0
080105,08_CUSCO,CUSCO,CUSCO,SAN SEBASTIAN,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080105_RUSTICO2026.pdf,9.92,64.0,1041.0,28905.0
080106,08_CUSCO,CUSCO,CUSCO,SANTIAGO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080106_RUSTICO2026.pdf,8.0,51.0,1149.0,23947.0
080107,08_CUSCO,CUSCO,CUSCO,SAYLLA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080107_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080107_RUSTICO2026.pdf,8.72,41.0,1041.0,28905.0
080108,08_CUSCO,CUSCO,CUSCO,WANCHAQ,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080108_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080108_RUSTICO2026.pdf,9.64,59.0,1041.0,28905.0
080201,08_CUSCO,CUSCO,ACOMAYO,ACOMAYO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080201_RUSTICO2026.pdf,6.0,28.0,1231.0,20516.0
080202,08_CUSCO,CUSCO,ACOMAYO,ACOPIA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080202_RUSTICO2026.pdf,6.0,25.0,1231.0,20516.0
080203,08_CUSCO,CUSCO,ACOMAYO,ACOS,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080203_RUSTICO2026.pdf,6.0,28.0,1231.0,20516.0
080204,08_CUSCO,CUSCO,ACOMAYO,MOSOC LLACTA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080204_RUSTICO2026.pdf,5.93,23.0,1231.0,20516.0
080205,08_CUSCO,CUSCO,ACOMAYO,POMACANCHI,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080205_RUSTICO2026.pdf,6.0,26.0,1231.0,20516.0
080206,08_CUSCO,CUSCO,ACOMAYO,RONDOCAN,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080206_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080206_RUSTICO2026.pdf,5.0,15.0,1132.0,18864.0
080207,08_CUSCO,CUSCO,ACOMAYO,SANGARARA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080207_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080207_RUSTICO2026.pdf,6.0,25.0,1231.0,20516.0
080301,08_CUSCO,CUSCO,ANTA,ANTA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080301_RUSTICO2026.pdf,7.75,44.0,1141.0,23776.0
080302,08_CUSCO,CUSCO,ANTA,ANCAHUASI,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080302_RUSTICO2026.pdf,7.0,31.0,1141.0,23776.0
080303,08_CUSCO,CUSCO,ANTA,CACHIMAYO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080303_RUSTICO2026.pdf,7.0,33.0,1141.0,23776.0
080304,08_CUSCO,CUSCO,ANTA,CHINCHAYPUJIO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080304_RUSTICO2026.pdf,7.0,30.0,1141.0,23776.0
080305,08_CUSCO,CUSCO,ANTA,HUAROCONDO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080305_RUSTICO2026.pdf,7.0,36.0,1141.0,23776.0
080306,08_CUSCO,CUSCO,ANTA,LIMATAMBO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080306_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080306_RUSTICO2026.pdf,7.0,33.0,1141.0,23776.0
080307,08_CUSCO,CUSCO,ANTA,MOLLEPATA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080307_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080307_RUSTICO2026.pdf,7.0,36.0,1141.0,23776.0
080308,08_CUSCO,CUSCO,ANTA,PUCYURA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080308_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080308_RUSTICO2026.pdf,7.0,30.0,1141.0,23776.0
080309,08_CUSCO,CUSCO,ANTA,ZURITE,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080309_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080309_RUSTICO2026.pdf,7.0,33.0,1141.0,23776.0
080401,08_CUSCO,CUSCO,CALCA,CALCA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080401_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080401_RUSTICO2026.pdf,9.81,59.0,1062.0,29497.0
080402,08_CUSCO,CUSCO,CALCA,COYA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080402_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080402_RUSTICO2026.pdf,8.63,36.0,1062.0,29497.0
080403,08_CUSCO,CUSCO,CALCA,LAMAY,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080403_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080403_RUSTICO2026.pdf,8.9,41.0,1062.0,29497.0
080404,08_CUSCO,CUSCO,CALCA,LARES,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080404_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080404_RUSTICO2026.pdf,3.0,52.0,1206.0,25124.0
080405,08_CUSCO,CUSCO,CALCA,PISAC,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080405_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080405_RUSTICO2026.pdf,9.0,52.0,1062.0,29498.0
080406,08_CUSCO,CUSCO,CALCA,SAN SALVADOR,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080406_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080406_RUSTICO2026.pdf,8.73,38.0,1062.0,29498.0
080407,08_CUSCO,CUSCO,CALCA,TARAY,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080407_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080407_RUSTICO2026.pdf,8.8,39.0,1062.0,29497.0
080408,08_CUSCO,CUSCO,CALCA,YANATILE,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080408_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080408_RUSTICO2026.pdf,3.64,61.0,1206.0,25124.0
080501,08_CUSCO,CUSCO,CANAS,YANAOCA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080501_RUSTICO2026.pdf,6.0,29.0,1230.0,20494.0
080502,08_CUSCO,CUSCO,CANAS,CHECCA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080502_RUSTICO2026.pdf,5.93,23.0,1230.0,20494.0
080503,08_CUSCO,CUSCO,CANAS,KUNTURKANKI,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080503_RUSTICO2026.pdf,6.0,37.0,1180.0,19664.0
080504,08_CUSCO,CUSCO,CANAS,LANGUI,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080504_RUSTICO2026.pdf,5.93,23.0,1230.0,20494.0
080505,08_CUSCO,CUSCO,CANAS,LAYO,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080505_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080505_RUSTICO2026.pdf,6.0,28.0,1230.0,20494.0
080506,08_CUSCO,CUSCO,CANAS,PAMPAMARCA,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\URBANO\080506_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\08_CUSCO\RUSTICO\080506_RUSTICO2026.pdf,6.0,27.0,1230.0,20494.0
